dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,1.836131,6.785265,1.775200,2.350872,1.798537,0.541237,0.371746
0.020000,1.880597,6.802645,1.822941,2.387065,1.809650,0.555621,0.373424
0.020000,1.925713,6.820359,1.871411,2.423485,1.820986,0.566820,0.374802
0.020000,1.971490,6.838398,1.920614,2.460134,1.832462,0.573778,0.375870
0.020000,2.017937,6.856748,1.970554,2.497021,1.844307,0.592277,0.376617
0.020000,2.065063,6.875400,2.021237,2.534149,1.856407,0.604961,0.377029
0.020000,2.112880,6.894337,2.072667,2.571525,1.868814,0.620385,0.377095
0.020000,2.161399,6.913546,2.124851,2.609156,1.881571,0.637854,0.376804
0.020000,2.210632,6.933011,2.177792,2.647050,1.894687,0.655789,0.376141
0.020000,2.260591,6.952714,2.231496,2.685214,1.908181,0.674711,0.375094
0.020000,2.311291,6.972636,2.285969,2.723657,1.922165,0.699172,0.373649
0.020000,2.362745,6.992756,2.341217,2.762385,1.936411,0.712295,0.371793
0.020000,2.414967,7.013053,2.397245,2.801411,1.951311,0.744999,0.369510
0.020000,2.467975,7.033501,2.454060,2.840742,1.966535,0.761230,0.366787
0.020000,2.521783,7.054077,2.511668,2.880387,1.982253,0.785899,0.363607
0.020000,2.576408,7.074752,2.570075,2.920357,1.998476,0.811150,0.359955
0.020000,2.631869,7.095496,2.629288,2.960660,2.015150,0.833695,0.355815
0.020000,2.688183,7.116277,2.689314,3.001307,2.032379,0.861441,0.351170
0.020000,2.745369,7.137063,2.750160,3.042307,2.049998,0.880950,0.346003
0.020000,2.803446,7.157815,2.811833,3.083666,2.067920,0.896080,0.340296
0.020000,2.862433,7.178496,2.874341,3.125394,2.086421,0.925059,0.334031
0.020000,2.922352,7.199063,2.937691,3.167498,2.105199,0.938899,0.327191
0.020000,2.983221,7.219472,3.001891,3.209979,2.124061,0.943095,0.319756
0.020000,3.045061,7.239676,3.066948,3.252843,2.143178,0.955868,0.311708
0.020000,3.107892,7.259623,3.132870,3.296088,2.162269,0.954561,0.303029
0.020000,3.171735,7.279261,3.199664,3.339717,2.181426,0.957856,0.293699
0.020000,3.236607,7.298531,3.267338,3.383714,2.199873,0.922343,0.283701
0.020000,3.302529,7.317374,3.335900,3.428076,2.218098,0.911219,0.273018
0.020000,3.369517,7.335724,3.405355,3.472783,2.235343,0.862248,0.261632
0.020000,3.437587,7.353513,3.475712,3.517817,2.251710,0.818351,0.249527
0.020000,3.506754,7.370671,3.546975,3.563147,2.266490,0.739045,0.236689
0.020000,3.577029,7.387121,3.619149,3.608738,2.279528,0.651894,0.223105
0.020000,3.648421,7.402785,3.692240,3.654545,2.290383,0.542756,0.208766
0.020000,3.720938,7.417581,3.766251,3.700516,2.298548,0.408249,0.193661
0.020000,3.794580,7.431421,3.841182,3.746590,2.303701,0.257620,0.177788
0.020000,3.869347,7.444218,3.917036,3.792688,2.304888,0.059336,0.161144
0.020000,3.945231,7.455879,3.993811,3.838736,2.302415,-0.123626,0.143732
0.020000,4.022220,7.466312,4.071504,3.884633,2.294833,-0.379111,0.125560
0.020000,4.100296,7.475421,4.150109,3.930274,2.282026,-0.640331,0.106639
0.020000,4.179434,7.483110,4.229620,3.975553,2.263958,-0.903430,0.086987
0.020000,4.259604,7.489283,4.310027,4.020345,2.239633,-1.216226,0.066628
0.020000,4.340766,7.493845,4.391318,4.064526,2.209013,-1.531001,0.045593
0.020000,4.422876,7.496702,4.473477,4.107964,2.171942,-1.853568,0.023916
0.020000,4.505879,7.497765,4.556487,4.150511,2.127311,-2.231529,0.001641
0.020000,4.589716,7.496948,4.640328,4.192069,2.077920,-2.469576,6.262002
0.020000,4.674321,7.494170,4.724979,4.232507,2.021907,-2.800629,6.238683
0.020000,4.759619,7.489357,4.810413,4.271700,1.959632,-3.113768,6.214929
0.020000,4.845532,7.482443,4.896603,4.309532,1.891591,-3.402020,6.190807
0.020000,4.931977,7.473369,4.983523,4.345980,1.822402,-3.459483,6.166384
0.020000,5.018866,7.462087,5.071141,4.380933,1.747656,-3.737301,6.141734
0.020000,5.106110,7.448557,5.159428,4.414331,1.669910,-3.887299,6.116930
0.020000,5.191425,7.433173,5.246119,4.334569,-3.988083,-282.899607,6.092245
0.020000,5.290153,7.411393,5.347222,5.055110,36.027009,2000.754567,6.039183
0.020000,5.390384,7.383320,5.451309,5.204385,7.463793,-1428.160786,5.980322
